"Table  download from NOAA Fisheries ShoreZone mapping website, Fri Aug 09 2024"
"ShoreZone Unit"

Selection Criteria:

"PHY_IDENT","HabClass","BC_CLASS","EXP_BIO","SHORETYPE","ESI","ORI","TRSH","DUGR","SPZO","BLLI","WHLI","YELI","BARN","BLMU","GRAL","BRAL","SURF","EELG","SOBK","ROCK","DRKE","BUKE","CMECS_1","CMECS_2","LENGTH_M","Slope_calc","SHORE_PROB","LOST_SHORE","Wave_Dissipation","Orient_dir","Tidal_height","CVI_Rank"
"04/02/0507/D","40","2","SP","2","8D","4","","","","N","","","P","","C","","","","C","P","","","S1.1","S1.2.1.1","132.887","31","","","Plunging","SE","6.1","Low"
"04/02/0507/E","40","5","SP","5","6B","4","","","","N","","","C","C","C","","","","C","P","","","S1.2.1.1","","126.715","25","","","Plunging","SE","6.1","Low"
"04/02/0507/F","40","6","SP","6","6B","5","","","","N","","","C","C","P","","","","C","C","","","S1.2.1.2.1","","283.271","14","","","Plunging","SE","6.1","Low"
"04/02/0507/G","40","3","SP","3","8D","5","","","","N","","","C","C","P","","","","C","C","","","S1.1","S1.2.1.2.1","234.807","19","","","Plunging","SE","6.1","Low"
"04/02/0508/A","50","3","P","3","8D","5","","","","N","","","C","P","P","","","","C","C","","","S1.1","S1.2.1.2.1","339.325","22","","","Plunging","SE","6.1","Low"
"04/02/0508/B","50","6","P","6","5","5","","","","N","","","C","C","C","","","","C","C","","","S1.2.1.2.1","","234.496","12","","","Plunging","S","6.1","Low"
"04/02/0509/A","51","5","P","5","6B","4","","","","N","","","C","","P","","","","C","C","","","S1.2.1.1","","67.6","22","","","Plunging","S","6.1","Low"
"04/02/0509/B","51","6","P","6","5","5","","C","","","","","","","","","","","C","","","","S1.2.1.2.1","","219.87","9","","","Plunging","S","6.1","Low"
"04/02/0510/A","50","6","P","6","5","5","","","","N","","","C","C","C","","","","C","C","","","S1.2.1.2.1","","340.57","11","","","Plunging","S","6.1","Low"
"04/02/0510/B","50","6","P","6","5","5","","","","N","","","P","C","P","","","","C","C","","","S1.2.1.2.1","","149.003","14","","","Plunging","S","6.1","Low"
"04/02/0510/C","50","6","P","6","8D","4","","","","N","","","C","C","P","","","","C","C","","","S1.2.1.2.1","","118.93","37","","","Collapsing","S","6.1","Low"
"04/02/0511/A","50","6","P","6","5","5","","","N","N","","","","","C","","","","C","","","","S1.2.1.2.1","","191.011","10","","","Plunging","S","6.1","Low"
"04/02/0511/B","50","6","P","6","6B","5","","","","M","","","P","","","","","","C","P","","","S1.2.1.2.1","","142.58","12","","","Plunging","S","6.1","Low"
"04/02/0511/C","50","6","P","6","5","5","","P","N","","","","","","C","","","","C","","","","S1.2.1.2.1","","106.907","10","","","Plunging","SE","6.1","Low"
"04/02/0512/A","50","5","P","5","6B","4","","","","N","","","C","C","C","","","","C","C","","","S1.2.1.1","","266.072","14","","","Plunging","S","6.1","Low"
"04/02/0512/B","50","3","P","3","8D","5","","","","N","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.2.1","107.549","21","","","Plunging","S","6.1","Low"
"04/02/0513/A","50","6","P","6","5","5","","","N","","","","P","","C","","","","C","P","","","S1.2.1.2.1","","101.058","11","","","Plunging","SW","6.1","Low"
"04/02/0513/B","50","6","P","6","6A","5","","C","","","","","","P","C","","","","C","P","","","S1.2.1.2.1","","109.549","7","","","Plunging","SW","6.1","Low"
"04/02/0514/A","50","3","P","3","8D","5","","","","N","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","159.274","11","","","Plunging","SW","6.1","Low"
"04/02/0515/A","51","6","P","6","5","5","","C","","","","","","","","","","","C","","","","S1.2.1.2.1","","242.409","10","","","Plunging","S","6.1","Low"
"04/02/0516/A","50","5","P","5","6B","4","","","","N","","","C","P","C","","","","C","C","","","S1.2.1.1","","112.06","20","","","Plunging","SW","6.1","Low"
"04/02/0517/A","50","3","P","3","8A","5","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","95.964","15","","","Plunging","SW","6.1","Low"
"04/02/0518/A","50","6","P","6","5","5","","P","","","","","P","P","P","","","","C","","","","S1.2.1.2.1","","154.073","9","","","Plunging","S","6.1","Low"
"04/02/0518/B","50","5","P","5","6B","4","","","","M","","","C","P","P","","","","C","C","","","S1.2.1.1","","318.679","15","","","Plunging","SW","6.1","Low"
"04/02/0518/C","50","6","P","6","5","5","","P","N","N","","","C","","C","","","","C","C","","","S1.2.1.2.1","","145.687","9","","","Plunging","SW","6.1","Low"
"04/02/0519/A","50","6","P","6","5","5","","C","","","","","","","","","","","C","","","","S1.2.1.2.1","","116.425","7","","","Plunging","SW","6.1","Low"
"04/02/0519/B","50","6","P","6","6A","5","","","N","","","","C","P","C","","","","C","C","","","S1.2.1.2.1","","317.134","6","","","Spilling","SW","6.1","Low"
"04/02/0519/C","50","6","P","6","5","5","","C","","","","","","","","","","","","","","","S1.2.1.2.1","","162.056","10","","","Plunging","SW","6.1","Low"
"04/02/0519/D","50","6","P","6","6A","5","","C","","","","","C","C","","","","","C","C","","","S1.2.1.2.1","","365.839","8","","","Plunging","SW","6.1","Low"
"04/02/0519/E","50","6","P","6","5","5","","C","","","","","C","","","","","","P","P","","","S1.2.1.2.1","","143.732","10","","","Plunging","SW","6.1","Low"
"04/02/0519/F","50","6","P","6","5","5","","C","","","","","C","P","","","","","","C","","","S1.2.1.2.1","","313.115","10","","","Plunging","SW","6.1","Low"
"04/02/0519/G","50","6","P","6","5","5","","C","","","","","C","P","","","","","","P","","","S1.2.1.2.1","","289.325","12","","","Plunging","SW","6.1","Low"
"04/02/0520/A","51","6","P","6","5","5","","C","","","","","","P","P","","","","P","C","","","S1.2.1.2.1","","280.645","10","","","Plunging","W","6.1","Low"
"04/02/0521/A","51","6","P","6","5","5","","C","","","","","","C","","","","","","C","","","S1.2.1.2.1","","189.389","7","","","Plunging","W","6.1","Low"
"04/02/0521/B","51","6","P","6","6A","5","","C","","","","","C","P","","","","","","C","","","S1.2.1.2.1","","165.359","7","","","Plunging","W","6.1","Low"
"04/02/0522/A","51","6","P","6","6A","5","","C","","","","","C","P","C","","","","P","C","","","S1.2.1.2.1","","190.211","6","","","Spilling","SW","6.1","Low"
"04/02/0523/A","50","6","P","6","6B","5","","","","N","","","C","P","P","","","","","C","","","S1.2.1.2.1","","184.896","8","","","Plunging","SW","6.1","Low"
"04/02/0524/A","51","6","P","6","5","5","","C","N","","","","","","","","","","","P","","","S1.2.1.2.1","","195.155","6","","","Spilling","SW","6.1","Low"
"04/02/0525/A","50","6","P","6","6B","5","","","N","","","","","C","P","","","","","C","","","S1.2.1.2.1","","406.895","11","","","Plunging","SW","6.1","Low"
"04/02/0525/B","50","6","P","6","5","5","","P","","","","","","C","","","","","","C","","","S1.2.1.2.1","","285.083","8","","","Plunging","W","6.1","Low"
"04/02/0526/A","51","6","P","6","5","5","","C","","","","","","P","","","","","","P","","","S1.2.1.2.1","","199.016","10","","","Plunging","SW","6.1","Low"
"04/02/0527/A","50","6","P","6","5","5","","","N","","","","","C","P","","","","","C","","","S1.2.1.2.1","","133.376","12","","","Plunging","SW","6.1","Low"
"04/02/0528/A","51","6","P","6","9A","5","","P","N","","","","","C","P","","","","P","C","","","S1.2.1.2.1","","154.115","3","","","Spilling","SW","6.1","Low"
"04/02/0529/A","50","6","P","6","5","5","","","N","","","","P","C","","","","","","C","","","S1.2.1.2.1","","304.75","10","","","Plunging","W","6.1","Low"
"04/02/0529/B","50","6","P","6","5","5","","","N","","","","","C","C","","","","","C","","","S1.2.1.2.1","","243.856","7","","","Plunging","W","6.1","Low"
"04/02/0530/A","51","6","P","6","9A","5","","P","","","","","","C","C","","","","","C","","","S1.2.1.2.1","","139.533","5","","","Spilling","W","6.1","Low"
"04/02/0531/A","51","6","P","6","9A","5","","","","N","","","","C","C","","","","","C","","","S1.2.1.2.1","","202.886","9","","","Plunging","W","6.1","Low"
"04/02/0532/A","61","6","VP","6","9A","5","","P","N","N","","","","C","C","","","","","C","","","S1.2.1.2.1","","520.538","2","","","Spilling","NW","6.1","Low"
"04/02/0533/A","63","6","VP","6","9A","5","","","","","","","","","C","","","C","","C","","","S1.2.1.2.1","","787.599","1","","","Spilling","NW","6.1","Moderate"
"04/02/0533/B","63","11","VP","11","10A","5","","","","","","","","","","","","","","","","","S2.3","","826.535","22","","","Plunging","NW","6.1","Low"
"04/02/0533/C","63","10","VP","10","10A","5","","P","","","","","","C","","","","P","","C","","","S1.2","S2.3","1297.758","1","","","Spilling","NW","6.1","Moderate"
"04/02/0533/D","63","11","VP","11","10A","5","","P","","","","","","","C","","","C","","","","","S2.3","","574.712","3","","","Spilling","E","6.1","Moderate"
"04/02/0534/A","51","6","P","6","9A","5","","","","N","","","","","C","","","","","C","","","S1.2.1.2.1","","148.701","1","","","Spilling","E","6.1","Low"
"04/02/0534/B","51","6","P","6","9A","5","","","N","","","","P","","C","","","","","C","","","S1.2.1.2.1","","581.883","1","","","Spilling","NE","6.1","Low"
"04/02/0535/A","50","6","P","6","9A","5","","","N","N","","","C","C","C","","","","","C","","","S1.2.1.2.1","","177.032","3","","","Spilling","NE","6","Low"
"04/02/0535/B","50","6","P","6","5","5","","","","N","","","P","P","P","","","P","","C","","","S1.2.1.2.1","","295.984","12","","","Plunging","E","6","Low"
"04/02/0535/C","50","6","P","6","5","5","","","N","N","","","","C","C","","","","C","C","","","S1.2.1.2.1","","101.688","9","","","Plunging","SE","6","Low"
"04/02/0536/A","50","3","P","3","8D","5","","","","N","","","C","P","","","","","C","P","","","S1.1","S1.2.1.2.1","84.718","25","","","Plunging","E","6","Low"
"04/02/0536/B","50","6","P","6","5","5","","","N","","","","P","P","P","","","","C","C","","","S1.2.1.2.1","","214.374","10","","","Plunging","E","6","Low"
"04/02/0536/C","50","3","P","3","8D","5","","","","N","","","C","P","","","","","C","P","","","S1.1","S1.2.1.2.1","118.142","21","","","Plunging","E","6","Low"
"04/02/0537/A","50","3","P","3","8D","5","","","","N","","","C","C","C","","","","C","C","","","S1.1","S1.2.1.2.1","168.648","23","","","Plunging","NE","6","Low"
"04/02/0537/B","50","3","P","3","8A","5","","","","N","","","C","C","","","","","C","C","","","S1.1","S1.2.1.2.1","23.638","31","","","Plunging","NE","6","Low"
"04/02/0537/C","50","3","P","3","8D","5","","","","N","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","105.468","27","","","Plunging","NE","6","Low"
"04/02/0537/D","50","6","P","6","6B","5","","","N","","","","C","C","","","","","C","C","","","S1.2.1.2.1","","487.255","19","","","Plunging","NE","6","Low"
"04/02/0537/E","50","6","P","6","5","5","","","N","","","","C","P","","","","","","C","","","S1.2.1.2.1","","288.001","11","","","Plunging","NE","6","Low"
"04/02/0538/A","50","6","P","6","5","5","","P","N","","","","C","P","","","","","","C","","","S1.2.1.2.1","","219.587","11","","","Plunging","NE","6","Low"
"04/02/0539/A","50","6","P","6","8D","5","","","N","N","","","C","C","P","","","","C","C","","","S1.2.1.2.1","","203.361","19","","","Plunging","NE","6","Low"
"04/02/0539/B","50","6","P","6","5","5","","","N","","","","C","C","P","","","","P","C","","","S1.2.1.2.1","","112.409","9","","","Plunging","NE","6","Low"
"04/02/0539/C","50","3","P","3","8D","5","","","","N","","","C","C","P","","","","","P","","","S1.1","S1.2.1.2.1","96.52","37","","","Collapsing","NE","6","Low"
"04/02/0539/D","50","5","P","5","6B","4","","","","N","","","C","C","P","","","","P","C","","","S1.2.1.1","","174.772","27","","","Plunging","NE","6","Low"
"04/02/0539/E","50","2","P","2","8D","4","","","","N","","","C","C","P","","","","","P","","","S1.1","S1.2.1.1","158.46","45","","","Surging","NE","6","Low"
"04/02/0539/F","50","5","P","5","6B","4","","","","N","","","C","P","","","","","","C","","","S1.2.1.1","","142.633","27","","","Plunging","NE","6","Low"
"04/02/0540/A","50","1","P","1","8A","3","","","","N","N","","C","C","","","","","","C","","","S1.1","","52.162","72","","","Surging","NE","6","Low"
"04/02/0540/B","50","5","P","5","8D","4","","","N","N","","","C","C","","","","","P","P","","","S1.2.1.1","","102.637","37","","","Collapsing","NE","6","Low"
"04/02/0541/A","50","3","P","3","6B","5","","","","N","","","C","P","P","","","","","C","","","S1.1","S1.2.1.2.1","80.868","18","","","Plunging","NE","6","Low"
"04/02/0541/B","50","1","P","1","8A","3","","","","N","","","C","C","","","","","","P","","","S1.1","","81.641","63","","","Surging","NE","6","Low"
"04/02/0541/C","50","3","P","3","8D","5","","","","N","","","C","P","P","","","","","C","","","S1.1","S1.2.1.2.1","209.207","22","","","Plunging","NE","6","Low"
"04/02/0542/A","50","6","P","6","5","5","","","N","N","","","P","","","","","","","P","","","S1.2.1.2.1","","166.356","13","","","Plunging","NE","6","Low"
"04/02/0543/A","50","6","P","6","6B","5","","P","N","","","","C","","","","","","","C","","","S1.2.1.2.1","","208.126","10","","","Plunging","E","6","Low"
"04/02/0543/B","50","6","P","6","5","5","","C","","","","","","","","","","","","C","","","S1.2.1.2.1","","195.237","9","","","Plunging","NE","6","Low"
"04/02/0543/C","50","6","P","6","5","5","","C","","","","","","","P","","","","","C","","","S1.2.1.2.1","","153.257","9","","","Plunging","N","6","Low"
"04/02/0544/A","50","3","P","3","8D","5","","","","N","","","C","P","C","","","","","C","","","S1.1","S1.2.1.2.1","179.781","22","","","Plunging","NE","6","Low"
"04/02/0544/B","50","6","P","6","6B","5","","","N","N","","","C","P","","","","","","C","","","S1.2.1.2.1","","237.132","15","","","Plunging","NE","6","Low"
"04/02/0544/C","50","6","P","6","8D","5","","","N","N","","","C","C","P","","","","P","C","","","S1.2.1.2.1","","427.864","10","","","Plunging","NE","6","Low"
"04/02/0545/A","50","6","P","6","6B","5","","","N","","","","","C","","","","","","C","","","S1.2.1.2.1","","133.674","12","","","Plunging","NE","6","Low"
"04/02/0545/B","50","6","P","6","6B","5","","","N","","","","","C","P","","","","","C","","","S1.2.1.2.1","","449.425","9","","","Plunging","NE","6","Low"
"04/02/0546/A","50","6","P","6","6B","5","","P","","N","","","P","C","P","","","","C","C","","","S1.2.1.2.1","","180.698","10","","","Plunging","NE","6","Low"
"04/02/0547/A","51","6","P","6","5","5","","P","","","","","P","C","C","","","","P","C","","","S1.2.1.2.1","","109.853","5","","","Spilling","N","6","Low"
"04/02/0547/B","51","6","P","6","5","5","","P","N","","","","P","C","P","","","","","C","","","S1.2.1.2.1","","66.632","6","","","Spilling","NW","6","Low"
"04/02/0548/A","50","6","P","6","5","5","","","N","","","","","C","C","","","","P","C","","","S1.2.1.2.1","","167.172","10","","","Plunging","N","6","Low"
"04/02/0549/A","50","6","P","6","5","5","","","N","","","","P","C","C","","","","","C","","","S1.2.1.2.1","","434.935","11","","","Plunging","N","6","Low"
"04/02/0550/A","50","5","P","5","6B","4","","","N","N","","","C","P","C","","","","","C","","","S1.2.1.1","","228.579","18","","","Plunging","N","6","Low"
"04/02/0551/A","50","6","P","6","5","5","","","N","","","","P","C","P","","","","P","C","","","S1.2.1.2.1","","162.686","9","","","Plunging","N","6","Low"
"04/02/0551/B","50","6","P","6","6B","5","","","","N","","","C","C","C","","","","P","C","","","S1.2.1.2.1","","284.912","15","","","Plunging","N","6","Low"
"04/02/0551/C","50","3","P","3","8D","5","","","N","N","","","C","P","","","","","P","C","","","S1.1","S1.2.1.2.1","143.115","18","","","Plunging","N","6","Low"
"04/02/0552/A","40","6","SP","6","6B","5","","","","N","","","","C","C","","","","P","","","","S1.2.1.2.1","","309.976","12","","","Plunging","NW","6","Low"
"04/02/0552/B","40","6","SP","6","5","5","","","N","N","","","C","C","C","","","","C","C","","","S1.2.1.2.1","","251.249","9","","","Plunging","NW","6","Low"
"04/02/0553/A","40","6","SP","6","6A","5","","","","N","","","C","","C","","","","C","C","","","S1.2.1.2.1","","208.557","13","","","Plunging","N","6","Low"
"04/02/0554/A","40","3","SP","3","8D","5","","","","N","","","C","C","P","","","","C","C","","","S1.1","S1.2.1.2.1","63.937","22","","","Plunging","NE","6","Low"
"04/02/0554/B","40","2","SP","2","8D","4","","","","M","","","C","C","C","","","","C","C","","","S1.1","S1.2.1.1","74.044","37","","","Collapsing","N","6","Low"
"04/02/0554/C","40","3","SP","3","8D","5","","","","M","","","C","","P","","","","P","C","","","S1.1","S1.2.1.2.1","64.296","29","","","Plunging","N","6","Low"
"04/02/0554/D","40","2","SP","2","8D","4","","","","M","","","C","C","C","","","","C","C","","","S1.1","S1.2.1.1","99.521","37","","","Collapsing","NW","6","Low"
"04/02/0555/A","40","5","SP","5","6B","4","","","N","","","","","C","","","","","C","","","","S1.2.1.1","","215.293","25","","","Plunging","N","6","Low"
"04/02/0556/A","40","2","SP","2","8D","4","","","","N","","","C","P","P","","","","","C","","","S1.1","S1.2.1.1","101.437","29","","","Plunging","NE","6","Low"
"04/02/0556/B","40","5","SP","5","8D","4","","","N","N","","","P","","C","","","","C","C","","","S1.2.1.1","","77.976","37","","","Collapsing","N","6","Low"
"04/02/0556/C","40","3","SP","3","8D","5","","","","M","","","C","C","","","","","","C","","","S1.1","S1.2.1.2.1","25.996","15","","","Plunging","N","6","Low"
"04/02/0556/D","40","2","SP","2","8D","4","","","","M","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.1","132.677","27","","","Plunging","N","6","Low"
"04/02/0556/E","40","3","SP","3","8A","5","","","","M","","","C","C","P","","","","C","C","","","S1.1","S1.2.1.2.1","70.113","15","","","Plunging","NW","6","Low"
"04/02/0557/A","40","2","SP","2","8D","4","","","","M","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.1","154.877","25","","","Plunging","NW","6","Low"
"04/02/0558/A","40","2","SP","2","8D","4","","","","N","","","C","P","P","","","","C","C","","","S1.1","S1.2.1.1","105.97","19","","","Plunging","NW","6","Low"
"04/02/0558/B","40","5","SP","5","8D","4","","","","N","","","C","P","C","","","","C","C","","","S1.2.1.1","","328.672","14","","","Plunging","N","6","Low"
"04/02/0559/A","40","5","SP","5","8C","5","","","","M","","","C","P","C","","","","C","C","","","S1.2.1.1","","132.938","19","","","Plunging","NE","6","Low"
"04/02/0560/A","41","5","SP","5","6A","4","","","","M","","","C","","P","","","","C","P","","","S1.2.1.1","","59.093","10","","","Plunging","NE","6","Low"
